id,configuration string
39,-barrier_algorithm '2' -barrier_crossover '-1' -barrier_limits_corrections '52290' -barrier_limits_growth '2.023150727355634E12' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '3' -lpmethod '4' -mip_cuts_cliques '-1' -mip_cuts_covers '0' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '2' -mip_cuts_implied '2' -mip_cuts_mcfcut '2' -mip_cuts_mircut '1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '60265' -mip_limits_cutpasses '27185' -mip_limits_cutsfactor '9495.137245078366' -mip_limits_gomorycand '34791' -mip_limits_gomorypass '41159' -mip_limits_submipnodelim '12650' -mip_ordertype '0' -mip_strategy_backtrack '0.28972512267229766' -mip_strategy_bbinterval '24905' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '55863.43148855029' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_presolvenode '1' -mip_strategy_probe '-1' -mip_strategy_rinsheur '34478' -mip_strategy_search '2' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '1' -network_netfind '2' -network_pricing '0' -perturbation_constant '1.7840507284598873E-7' -preprocessing_aggregator '61112' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '1' -preprocessing_dependency '1' -preprocessing_dual '0' -preprocessing_fill '1363' -preprocessing_linear '1' -preprocessing_numpass '22353' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '3' -read_scale '1' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '4' -simplex_limits_perturbation '32514' -simplex_limits_singularity '2' -simplex_perturbation_switch 'yes' -simplex_pgradient '0' -simplex_pricing '18508' -simplex_refactor '2465.3564452712417' -simplex_tolerances_markowitz '0.1377384776741654'
40,-barrier_algorithm '1' -barrier_crossover '1' -barrier_limits_corrections '3627' -barrier_limits_growth '6.730124981341489E11' -barrier_ordering '1' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '1' -lpmethod '1' -mip_cuts_cliques '2' -mip_cuts_covers '2' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '2' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '1' -mip_cuts_implied '1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '53344' -mip_limits_cutpasses '46441' -mip_limits_cutsfactor '1.3571256570593446' -mip_limits_gomorycand '21211' -mip_limits_gomorypass '29484' -mip_limits_submipnodelim '5' -mip_ordertype '0' -mip_strategy_backtrack '0.6538163341454726' -mip_strategy_bbinterval '431' -mip_strategy_branch '0' -mip_strategy_dive '3' -mip_strategy_file '0' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '37947.460457333946' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_presolvenode '3' -mip_strategy_probe '3' -mip_strategy_rinsheur '29315' -mip_strategy_search '0' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '4' -network_netfind '3' -network_pricing '1' -preprocessing_aggregator '35519' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '-1' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '322' -preprocessing_linear '0' -preprocessing_numpass '34306' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '3' -read_scale '-1' -sifting_algorithm '2' -simplex_crash '1' -simplex_dgradient '3' -simplex_limits_perturbation '52919' -simplex_limits_singularity '160' -simplex_perturbation_switch 'no' -simplex_pgradient '2' -simplex_pricing '31685' -simplex_refactor '3.956345144704443' -simplex_tolerances_markowitz '0.01045164191562724'
41,-barrier_algorithm '1' -barrier_crossover '1' -barrier_limits_corrections '3019' -barrier_limits_growth '1.4198538193584682E10' -barrier_ordering '0' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'no' -feasopt_mode '0' -lpmethod '6' -mip_cuts_cliques '0' -mip_cuts_covers '0' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '2' -mip_cuts_gomory '2' -mip_cuts_gubcovers '0' -mip_cuts_implied '2' -mip_cuts_mcfcut '0' -mip_cuts_mircut '-1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '12208' -mip_limits_cutpasses '20781' -mip_limits_cutsfactor '207.74760726381007' -mip_limits_gomorycand '1' -mip_limits_gomorypass '46201' -mip_limits_submipnodelim '55' -mip_ordertype '2' -mip_strategy_backtrack '0.5066675801345182' -mip_strategy_bbinterval '1577' -mip_strategy_branch '1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '16108.734806313085' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '-1' -mip_strategy_rinsheur '6554' -mip_strategy_search '2' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '2' -network_netfind '3' -network_pricing '0' -perturbation_constant '3.829413050239776E-6' -preprocessing_aggregator '42134' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '0' -preprocessing_dependency '-1' -preprocessing_dual '1' -preprocessing_fill '477' -preprocessing_linear '1' -preprocessing_numpass '50623' -preprocessing_reduce '2' -preprocessing_relax '0' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '5' -read_scale '1' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '1' -simplex_limits_perturbation '6536' -simplex_limits_singularity '1758' -simplex_perturbation_switch 'yes' -simplex_pgradient '3' -simplex_pricing '24285' -simplex_refactor '549.7942677694157' -simplex_tolerances_markowitz '0.16155378678809043'
42,-barrier_algorithm '1' -barrier_crossover '2' -barrier_limits_corrections '62305' -barrier_limits_growth '9.547927278348946E10' -barrier_ordering '2' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'yes' -feasopt_mode '5' -lpmethod '3' -mip_cuts_cliques '1' -mip_cuts_covers '-1' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '1' -mip_cuts_implied '1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '54554' -mip_limits_cutpasses '13915' -mip_limits_cutsfactor '7.511991714273051' -mip_limits_gomorycand '4' -mip_limits_gomorypass '19938' -mip_limits_submipnodelim '15' -mip_ordertype '2' -mip_strategy_backtrack '0.3998609653039852' -mip_strategy_bbinterval '1' -mip_strategy_branch '1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '5936.983188648395' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '3' -mip_strategy_rinsheur '38824' -mip_strategy_search '1' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '2' -network_netfind '2' -network_pricing '2' -preprocessing_aggregator '62186' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '-1' -preprocessing_dependency '2' -preprocessing_dual '0' -preprocessing_fill '18' -preprocessing_linear '0' -preprocessing_numpass '15131' -preprocessing_reduce '0' -preprocessing_relax '0' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '-1' -read_scale '-1' -sifting_algorithm '3' -simplex_crash '0' -simplex_dgradient '5' -simplex_limits_perturbation '11361' -simplex_limits_singularity '50' -simplex_perturbation_switch 'no' -simplex_pgradient '2' -simplex_pricing '49503' -simplex_refactor '4251.558709154728' -simplex_tolerances_markowitz '6.788246536811824E-4'
43,-barrier_algorithm '0' -barrier_crossover '0' -barrier_limits_corrections '39915' -barrier_limits_growth '100.19925198523276' -barrier_ordering '0' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'no' -feasopt_mode '5' -lpmethod '5' -mip_cuts_cliques '1' -mip_cuts_covers '2' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '1' -mip_cuts_implied '0' -mip_cuts_mcfcut '0' -mip_cuts_mircut '-1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '16673' -mip_limits_cutpasses '3727' -mip_limits_cutsfactor '14934.477286246416' -mip_limits_gomorycand '7' -mip_limits_gomorypass '26541' -mip_limits_submipnodelim '10332' -mip_ordertype '3' -mip_strategy_backtrack '0.6205716426888866' -mip_strategy_bbinterval '58' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '28108.12760715298' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '2' -mip_strategy_rinsheur '19529' -mip_strategy_search '1' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '0' -mip_strategy_variableselect '-1' -network_netfind '3' -network_pricing '1' -perturbation_constant '6.379269144187984E-5' -preprocessing_aggregator '41705' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '2' -preprocessing_dependency '-1' -preprocessing_dual '1' -preprocessing_fill '22734' -preprocessing_linear '1' -preprocessing_numpass '52108' -preprocessing_reduce '0' -preprocessing_relax '1' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '1' -read_scale '0' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '1' -simplex_limits_perturbation '39911' -simplex_limits_singularity '11' -simplex_perturbation_switch 'yes' -simplex_pgradient '4' -simplex_pricing '61098' -simplex_refactor '1348.2173095481642' -simplex_tolerances_markowitz '0.16519931090395099'
44,-barrier_algorithm '3' -barrier_crossover '0' -barrier_limits_corrections '6867' -barrier_limits_growth '1.4777711495673495E11' -barrier_ordering '1' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'no' -feasopt_mode '4' -lpmethod '0' -mip_cuts_cliques '3' -mip_cuts_covers '1' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '28026' -mip_limits_cutpasses '7435' -mip_limits_cutsfactor '11.207378971355038' -mip_limits_gomorycand '39704' -mip_limits_gomorypass '61823' -mip_limits_submipnodelim '6' -mip_ordertype '2' -mip_strategy_backtrack '0.010818587826881498' -mip_strategy_bbinterval '6292' -mip_strategy_branch '0' -mip_strategy_dive '3' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '55991.890297706144' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '3' -mip_strategy_order 'yes' -mip_strategy_presolvenode '1' -mip_strategy_probe '2' -mip_strategy_rinsheur '36893' -mip_strategy_search '2' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '0' -network_netfind '2' -network_pricing '1' -perturbation_constant '4.2024328557306333E-7' -preprocessing_aggregator '29830' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '-1' -preprocessing_dependency '-1' -preprocessing_dual '-1' -preprocessing_fill '6586' -preprocessing_linear '0' -preprocessing_numpass '17527' -preprocessing_reduce '2' -preprocessing_relax '-1' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '4' -read_scale '0' -sifting_algorithm '2' -simplex_crash '1' -simplex_dgradient '3' -simplex_limits_perturbation '15277' -simplex_limits_singularity '6557' -simplex_perturbation_switch 'yes' -simplex_pgradient '2' -simplex_pricing '48463' -simplex_refactor '605.9247151170377' -simplex_tolerances_markowitz '2.0868867299802236E-4'
45,-barrier_algorithm '3' -barrier_crossover '0' -barrier_limits_corrections '36014' -barrier_limits_growth '16661.322260673605' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'yes' -feasopt_mode '0' -lpmethod '5' -mip_cuts_cliques '0' -mip_cuts_covers '2' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '0' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '64927' -mip_limits_cutpasses '30824' -mip_limits_cutsfactor '950.6023933026714' -mip_limits_gomorycand '14' -mip_limits_gomorypass '63963' -mip_limits_strongcand '1391' -mip_limits_strongit '28870' -mip_limits_submipnodelim '15' -mip_ordertype '2' -mip_strategy_backtrack '0.5551251487800611' -mip_strategy_bbinterval '26321' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '16808.628308576677' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '3' -mip_strategy_order 'no' -mip_strategy_presolvenode '3' -mip_strategy_probe '-1' -mip_strategy_rinsheur '60499' -mip_strategy_search '0' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '3' -network_netfind '3' -network_pricing '2' -preprocessing_aggregator '26658' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '2' -preprocessing_dual '0' -preprocessing_fill '110' -preprocessing_linear '1' -preprocessing_numpass '56812' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '0' -read_scale '0' -sifting_algorithm '1' -simplex_crash '-1' -simplex_dgradient '0' -simplex_limits_perturbation '8914' -simplex_limits_singularity '1' -simplex_perturbation_switch 'no' -simplex_pgradient '3' -simplex_pricing '54148' -simplex_refactor '7894.942927648465' -simplex_tolerances_markowitz '0.8220027750803779'
46,-barrier_algorithm '3' -barrier_crossover '0' -barrier_limits_corrections '41604' -barrier_limits_growth '5440.59456703474' -barrier_ordering '3' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '2' -lpmethod '4' -mip_cuts_cliques '1' -mip_cuts_covers '2' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '2' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '0' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '27941' -mip_limits_cutpasses '48871' -mip_limits_cutsfactor '15006.327724227502' -mip_limits_gomorycand '23' -mip_limits_gomorypass '6820' -mip_limits_strongcand '6364' -mip_limits_strongit '25875' -mip_limits_submipnodelim '816' -mip_ordertype '0' -mip_strategy_backtrack '0.5559807762489892' -mip_strategy_bbinterval '8' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '29966.40721731074' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_presolvenode '0' -mip_strategy_probe '2' -mip_strategy_rinsheur '14489' -mip_strategy_search '1' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '0' -mip_strategy_variableselect '3' -network_netfind '3' -network_pricing '1' -perturbation_constant '7.578846350464552E-7' -preprocessing_aggregator '63139' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '0' -preprocessing_dependency '2' -preprocessing_dual '1' -preprocessing_fill '1' -preprocessing_linear '0' -preprocessing_numpass '56837' -preprocessing_reduce '2' -preprocessing_relax '0' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '1' -read_scale '0' -sifting_algorithm '1' -simplex_crash '-1' -simplex_dgradient '1' -simplex_limits_perturbation '50459' -simplex_limits_singularity '2347' -simplex_perturbation_switch 'yes' -simplex_pgradient '-1' -simplex_pricing '7682' -simplex_refactor '7978.394656647339' -simplex_tolerances_markowitz '0.0057477048509140816'
47,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '63863' -barrier_limits_growth '8.531386051428195E10' -barrier_ordering '1' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'no' -feasopt_mode '3' -lpmethod '4' -mip_cuts_cliques '3' -mip_cuts_covers '2' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '-1' -mip_cuts_implied '1' -mip_cuts_mcfcut '0' -mip_cuts_mircut '1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '6470' -mip_limits_cutpasses '19688' -mip_limits_cutsfactor '1220.8554034454396' -mip_limits_gomorycand '22' -mip_limits_gomorypass '12156' -mip_limits_submipnodelim '13' -mip_ordertype '3' -mip_strategy_backtrack '0.805917995082059' -mip_strategy_bbinterval '26526' -mip_strategy_branch '-1' -mip_strategy_dive '0' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '49760.09442964473' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'no' -mip_strategy_presolvenode '-1' -mip_strategy_probe '2' -mip_strategy_rinsheur '33594' -mip_strategy_search '1' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '2' -network_netfind '2' -network_pricing '2' -preprocessing_aggregator '57920' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '0' -preprocessing_dependency '2' -preprocessing_dual '-1' -preprocessing_fill '3245' -preprocessing_linear '0' -preprocessing_numpass '60806' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '5' -read_scale '-1' -sifting_algorithm '1' -simplex_crash '-1' -simplex_dgradient '2' -simplex_limits_perturbation '49449' -simplex_limits_singularity '7' -simplex_perturbation_switch 'no' -simplex_pgradient '3' -simplex_pricing '7061' -simplex_refactor '787.5344110767423' -simplex_tolerances_markowitz '0.005425612857410815'
48,-barrier_algorithm '0' -barrier_crossover '0' -barrier_limits_corrections '58430' -barrier_limits_growth '18746.387487588177' -barrier_ordering '1' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'yes' -feasopt_mode '2' -lpmethod '3' -mip_cuts_cliques '-1' -mip_cuts_covers '0' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '1' -mip_cuts_gomory '0' -mip_cuts_gubcovers '0' -mip_cuts_implied '1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '2' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '29160' -mip_limits_cutpasses '47970' -mip_limits_cutsfactor '164.4618853672743' -mip_limits_gomorycand '540' -mip_limits_gomorypass '22066' -mip_limits_submipnodelim '62' -mip_ordertype '0' -mip_strategy_backtrack '0.6657060986326682' -mip_strategy_bbinterval '3' -mip_strategy_branch '0' -mip_strategy_dive '0' -mip_strategy_file '0' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '975.8981006507238' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_presolvenode '3' -mip_strategy_probe '-1' -mip_strategy_rinsheur '21933' -mip_strategy_search '1' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '0' -mip_strategy_variableselect '2' -network_netfind '2' -network_pricing '0' -perturbation_constant '1.4771047968991912E-7' -preprocessing_aggregator '51693' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '1' -preprocessing_dual '-1' -preprocessing_fill '3' -preprocessing_linear '1' -preprocessing_numpass '63326' -preprocessing_reduce '2' -preprocessing_relax '-1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '-1' -read_scale '1' -sifting_algorithm '1' -simplex_crash '0' -simplex_dgradient '5' -simplex_limits_perturbation '11761' -simplex_limits_singularity '130' -simplex_perturbation_switch 'yes' -simplex_pgradient '0' -simplex_pricing '23735' -simplex_refactor '5277.821524864185' -simplex_tolerances_markowitz '0.17235191294670765'
